Product_Code	Product_Category	Unit_Price
000000609	Hardware	199
000000610	Hardware	199
000000611	Hardware	199
000000411	Hardware	189
000000400	Hardware	179
000000410	Hardware	179
000000432	Hardware	179
000000409	Hardware	159
000000364	Hardware	149
000000399	Hardware	149
000000408	Hardware	149
000000431	Hardware	149
000000538	Hardware	149
000000407	Hardware	139
000000508	Hardware	139
000000537	Hardware	139
000000398	Hardware	129
000000406	Hardware	129
000000430	Hardware	129
000000437	Hardware	129
000000536	Hardware	129
000000558	Hardware	129
000000507	Hardware	124
000000512	Hardware	124
000000405	Hardware	119
000000534	Hardware	119
000000535	Hardware	119
000000506	Hardware	109
000000511	Hardware	109
000000533	Hardware	109
000000557	Hardware	109
000000531	Hardware	104
000000397	Hardware	99
000000404	Hardware	99
000000429	Hardware	99
000000436	Hardware	99
000000496	Hardware	99
000000532	Hardware	99
000000560	Hardware	99
000000503	Hardware	94
000000505	Hardware	94
000000510	Hardware	94
000000530	Hardware	94
000000403	Hardware	89
000000435	Hardware	89
000000495	Hardware	89
000000526	Hardware	89
000000545	Hardware	89
000000556	Hardware	89
000000502	Hardware	84
000000529	Hardware	84
000000494	Hardware	79
000000504	Hardware	79
000000509	Hardware	79
000000522	Hardware	79
000000525	Hardware	79
000000544	Hardware	79
000000559	Hardware	79
000000501	Hardware	74
000000528	Hardware	74
000000488	Hardware	69
000000493	Hardware	69
000000515	Hardware	69
000000518	Hardware	69
000000521	Hardware	69
000000524	Hardware	69
000000543	Hardware	69
000000547	Hardware	69
000000555	Hardware	69
000000500	Hardware	64
000000527	Hardware	64
000000487	Hardware	59
000000492	Hardware	59
000000514	Hardware	59
000000517	Hardware	59
000000520	Hardware	59
000000523	Hardware	59
000000541	Hardware	59
000000542	Hardware	59
000000546	Hardware	59
000000499	Hardware	54
000000486	Hardware	49
000000491	Hardware	49
000000513	Hardware	49
000000516	Hardware	49
000000519	Hardware	49
000000540	Hardware	49
000000554	Hardware	49
000000566	Hardware	49
000000498	Hardware	44
000000565	Hardware	44
000000485	Hardware	39
000000490	Hardware	39
000000539	Hardware	39
000000563	Hardware	39
000000564	Hardware	39
000000497	Hardware	34
000000562	Hardware	34
000000484	Hardware	29
000000489	Hardware	29
000000553	Hardware	29
000000561	Hardware	29
000000567	Hardware	29
000000551	Hardware	24
000000550	Hardware	19
000000552	Hardware	19
000000549	Hardware	14
000000548	Hardware	9
000000254	HiFi	2149
000000251	HiFi	2099
000000267	HiFi	1980
000000285	HiFi	1980
000000253	HiFi	1949
000000250	HiFi	1899
000000252	HiFi	1749
000000249	HiFi	1699
000000233	HiFi	1499
000000232	HiFi	1399
000000245	HiFi	1399
000000266	HiFi	1380
000000231	HiFi	1299
000000237	HiFi	1299
000000244	HiFi	1299
000000248	HiFi	1299
000000247	HiFi	1249
000000230	HiFi	1199
000000236	HiFi	1199
000000243	HiFi	1199
000000246	HiFi	1199
000000258	HiFi	1199
000000260	HiFi	1199
000000257	HiFi	1149
000000215	HiFi	1099
000000229	HiFi	1099
000000235	HiFi	1099
000000256	HiFi	1099
000000276	HiFi	1099
000000255	HiFi	1049
000000218	HiFi	999
000000228	HiFi	999
000000234	HiFi	999
000000259	HiFi	999
000000275	HiFi	999
000000280	HiFi	999
000000284	HiFi	980
000000214	HiFi	899
000000223	HiFi	899
000000240	HiFi	899
000000274	HiFi	899
000000279	HiFi	899
000000213	HiFi	799
000000217	HiFi	799
000000221	HiFi	799
000000239	HiFi	799
000000273	HiFi	799
000000278	HiFi	799
000000216	HiFi	749
000000220	HiFi	749
000000222	HiFi	749
000000227	HiFi	749
000000212	HiFi	699
000000219	HiFi	699
000000226	HiFi	699
000000238	HiFi	699
000000242	HiFi	699
000000272	HiFi	699
000000277	HiFi	699
000000290	HiFi	699
000000225	HiFi	649
000000241	HiFi	649
000000224	HiFi	599
000000283	HiFi	599
000000289	HiFi	599
000000282	HiFi	549
000000281	HiFi	499
000000288	HiFi	499
000000287	HiFi	399
000000263	HiFi	219
000000265	HiFi	199
000000271	HiFi	199
000000262	HiFi	189
000000261	HiFi	169
000000264	HiFi	169
000000270	HiFi	169
000000269	HiFi	149
000000268	HiFi	119
000000286	HiFi	119
000000099	MP3Players	99
000000118	MP3Players	99
000000033	MP3Players	84
000000014	MP3Players	79
000000009	MP3Players	69
000000026	MP3Players	69
000000011	MP3Players	59
000000029	MP3Players	59
000000106	MP3Players	59
000000115	MP3Players	59
000000198	MP3Players	59
000000010	MP3Players	49
000000003	MP3Players	44
000000032	MP3Players	44
000000164	MP3Players	44
000000008	MP3Players	39
000000013	MP3Players	39
000000094	MP3Players	39
000000152	MP3Players	39
000000157	MP3Players	39
000000162	MP3Players	39
000000002	MP3Players	34
000000012	MP3Players	34
000000023	MP3Players	34
000000105	MP3Players	34
000000117	MP3Players	34
000000150	MP3Players	34
000000156	MP3Players	34
000000163	MP3Players	34
000000006	MP3Players	29
000000007	MP3Players	29
000000098	MP3Players	29
000000104	MP3Players	29
000000111	MP3Players	29
000000123	MP3Players	29
000000148	MP3Players	29
000000151	MP3Players	29
000000155	MP3Players	29
000000158	MP3Players	29
000000159	MP3Players	29
000000161	MP3Players	29
000000195	MP3Players	29
000000127	MP3Players	28
000000053	MP3Players	26
000000077	MP3Players	26
000000126	MP3Players	25
000000001	MP3Players	24
000000021	MP3Players	24
000000022	MP3Players	24
000000031	MP3Players	24
000000082	MP3Players	24
000000110	MP3Players	24
000000114	MP3Players	24
000000116	MP3Players	24
000000122	MP3Players	24
000000149	MP3Players	24
000000154	MP3Players	24
000000166	MP3Players	24
000000093	MP3Players	22
000000125	MP3Players	22
000000146	MP3Players	21
000000004	MP3Players	19
000000005	MP3Players	19
000000050	MP3Players	19
000000071	MP3Players	19
000000074	MP3Players	19
000000081	MP3Players	19
000000091	MP3Players	19
000000103	MP3Players	19
000000108	MP3Players	19
000000109	MP3Players	19
000000121	MP3Players	19
000000124	MP3Players	19
000000147	MP3Players	19
000000153	MP3Players	19
000000160	MP3Players	19
000000165	MP3Players	19
000000171	MP3Players	19
000000145	MP3Players	18
000000020	MP3Players	17
000000059	MP3Players	17
000000065	MP3Players	17
000000068	MP3Players	17
000000197	MP3Players	16
000000144	MP3Players	15
000000080	MP3Players	149
000000087	MP3Players	149
000000090	MP3Players	149
000000095	MP3Players	149
000000097	MP3Players	149
000000100	MP3Players	149
000000113	MP3Players	149
000000120	MP3Players	149
000000170	MP3Players	149
000000192	MP3Players	149
000000052	MP3Players	129
000000076	MP3Players	129
000000107	MP3Players	129
000000018	MP3Players	119
000000019	MP3Players	119
000000030	MP3Players	119
000000056	MP3Players	119
000000062	MP3Players	119
000000086	MP3Players	119
000000143	MP3Players	119
000000025	MP3Players	39
000000049	MP3Players	69
000000070	MP3Players	89
000000073	MP3Players	89
000000089	MP3Players	109
000000119	MP3Players	139
000000189	MP3Players	209
000000194	MP3Players	209
000000045	MP3Players	59
000000058	MP3Players	69
000000064	MP3Players	79
000000067	MP3Players	79
000000085	MP3Players	99
000000088	MP3Players	99
000000183	MP3Players	199
000000188	MP3Players	199
000000028	MP3Players	39
000000079	MP3Players	89
000000055	MP3Players	69
000000061	MP3Players	69
000000102	MP3Players	109
000000169	MP3Players	179
000000177	MP3Players	189
000000182	MP3Players	189
000000187	MP3Players	199
000000196	MP3Players	209
000000042	MP3Players	49
000000044	MP3Players	49
000000046	MP3Players	59
000000078	MP3Players	89
000000138	MP3Players	149
000000139	MP3Players	149
000000140	MP3Players	149
000000141	MP3Players	149
000000142	MP3Players	149
000000167	MP3Players	179
000000176	MP3Players	189
000000181	MP3Players	189
000000040	MP3Players	49
000000041	MP3Players	49
000000047	MP3Players	59
000000084	MP3Players	89
000000092	MP3Players	99
000000112	MP3Players	119
000000133	MP3Players	139
000000134	MP3Players	139
000000135	MP3Players	139
000000136	MP3Players	139
000000137	MP3Players	149
000000168	MP3Players	179
000000191	MP3Players	199
000000017	MP3Players	19
000000024	MP3Players	29
000000034	MP3Players	39
000000035	MP3Players	39
000000036	MP3Players	39
000000037	MP3Players	39
000000038	MP3Players	39
000000039	MP3Players	49
000000101	MP3Players	109
000000128	MP3Players	129
000000129	MP3Players	139
000000130	MP3Players	139
000000131	MP3Players	139
000000132	MP3Players	139
000000175	MP3Players	179
000000186	MP3Players	189
000000193	MP3Players	199
000000015	MP3Players	19
000000016	MP3Players	19
000000027	MP3Players	29
000000043	MP3Players	49
000000048	MP3Players	49
000000051	MP3Players	59
000000069	MP3Players	69
000000072	MP3Players	79
000000075	MP3Players	79
000000083	MP3Players	89
000000096	MP3Players	99
000000174	MP3Players	179
000000179	MP3Players	179
000000180	MP3Players	179
000000184	MP3Players	189
000000185	MP3Players	189
000000054	MP3Players	59
000000057	MP3Players	59
000000060	MP3Players	59
000000063	MP3Players	69
000000066	MP3Players	69
000000172	MP3Players	169
000000173	MP3Players	179
000000178	MP3Players	179
000000190	MP3Players	189
000000639	Software	999
000000641	Software	299
000000640	Software	259
000000642	Software	199
000000638	Software	129
000000632	Software	169
000000633	Software	69
000000634	Software	269
000000636	Software	59
000000637	Software	34
000000624	Software	54
000000625	Software	24
000000626	Software	64
000000627	Software	74
000000635	Software	84
000000628	Software	19
000000629	Software	29
000000630	Software	149
000000631	Software	59
000000617	Software	19
000000618	Software	29
000000619	Software	39
000000620	Software	49
000000621	Software	39
000000622	Software	69
000000623	Software	15
000000294	Telephony	399
000000299	Telephony	409
000000304	Telephony	409
000000309	Telephony	419
000000314	Telephony	419
000000319	Telephony	429
000000324	Telephony	439
000000332	Telephony	449
000000333	Telephony	449
000000334	Telephony	449
000000291	Telephony	389
000000293	Telephony	199
000000296	Telephony	199
000000298	Telephony	199
000000301	Telephony	199
000000303	Telephony	199
000000306	Telephony	199
000000308	Telephony	209
000000311	Telephony	209
000000313	Telephony	209
000000316	Telephony	209
000000318	Telephony	209
000000321	Telephony	209
000000323	Telephony	209
000000326	Telephony	219
000000327	Telephony	219
000000330	Telephony	219
000000331	Telephony	219
000000292	Telephony	189
000000295	Telephony	189
000000297	Telephony	199
000000300	Telephony	199
000000302	Telephony	199
000000305	Telephony	199
000000307	Telephony	199
000000310	Telephony	199
000000312	Telephony	199
000000315	Telephony	209
000000317	Telephony	209
000000320	Telephony	209
000000322	Telephony	209
000000325	Telephony	209
000000328	Telephony	209
000000329	Telephony	209
000000335	Telephony	219
000000336	Telephony	219
000000337	Telephony	219
